,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents
1,query_1,TRUE,0.0316015921823874,39,6,2,0.333333333333333,0.0512820512820513,WP:WP4564,WP,Neural crest cell migration during development,7827,326,WP:000000
2,query_1,TRUE,0.0366816554644864,42,6,2,0.333333333333333,0.0476190476190476,WP:WP4565,WP,Neural crest cell migration in cancer,7827,635,WP:000000
