"exp_name","log2FoldChange","padj","pvalue"
"IgM_vs_LPS_TP_1",1.53442546564041,0.304070944059203,0.130132292340032
"IgM_vs_LPS_TP_3",0.942159196483101,0.5070153683225,0.211613463765957
"IgM_vs_LPS_TP_9",1.79740320721586,0.000759767082281749,4.42832538324862e-05
